iter	Passed	Remaining
1669	26293	20940
1670	26309	20925
1671	26325	20908
1672	26338	20891
1673	26353	20875
1674	26366	20857
1675	26380	20839
1676	26396	20824
1677	26412	20808
1678	26425	20790
1679	26442	20775
1680	26456	20759
1681	26473	20744
1682	26488	20727
1683	26503	20712
1684	26518	20695
1685	26532	20678
1686	26547	20662
1687	26561	20644
1688	26578	20629
1689	26592	20613
1690	26609	20598
1691	26623	20581
1692	26638	20564
1693	26654	20549
1694	26669	20533
1695	26684	20516
1696	26701	20501
1697	26718	20487
1698	26735	20472
1699	26751	20457
1700	26768	20442
1701	26784	20426
1702	26800	20410
1703	26815	20394
1704	26831	20379
1705	26845	20362
1706	26861	20346
1707	26876	20330
1708	26892	20315
1709	26909	20299
1710	26926	20285
1711	26942	20270
1712	26958	20254
1713	26973	20237
1714	26988	20221
1715	27004	20206
1716	27018	20189
1717	27032	20172
1718	27047	20155
1719	27061	20139
1720	27078	20123
1721	27094	20108
1722	27110	20092
1723	27125	20076
1724	27138	20059
1725	27153	20042
1726	27166	20024
1727	27183	20010
1728	27201	19995
1729	27216	19979
1730	27232	19964
1731	27247	19947
1732	27261	19930
1733	27278	19916
1734	27294	19900
1735	27310	19885
1736	27328	19870
1737	27343	19854
1738	27358	19838
1739	27372	19821
1740	27389	19806
1741	27405	19791
1742	27420	19774
1743	27435	19758
1744	27451	19743
1745	27466	19726
1746	27482	19710
1747	27498	19695
1748	27513	19679
1749	27532	19665
1750	27548	19650
1751	27562	19633
1752	27579	19618
1753	27594	19602
1754	27610	19587
1755	27625	19570
1756	27642	19555
1757	27655	19538
1758	27669	19521
1759	27684	19505
1760	27700	19489
1761	27716	19473
1762	27732	19458
1763	27748	19442
1764	27761	19425
1765	27777	19409
1766	27794	19394
1767	27809	19378
1768	27824	19361
1769	27839	19345
1770	27856	19331
1771	27871	19315
1772	27888	19300
1773	27903	19283
1774	27918	19267
1775	27934	19252
1776	27949	19236
1777	27965	19220
1778	27979	19203
1779	27995	19187
1780	28012	19173
1781	28027	19157
1782	28044	19142
1783	28060	19126
1784	28074	19109
1785	28091	19094
1786	28108	19079
1787	28125	19065
1788	28142	19050
1789	28159	19035
1790	28175	19019
1791	28190	19003
1792	28205	18987
1793	28222	18971
1794	28236	18955
1795	28250	18938
1796	28263	18920
1797	28279	18905
1798	28293	18888
1799	28311	18874
1800	28324	18856
1801	28341	18841
1802	28358	18827
1803	28376	18812
1804	28392	18796
1805	28407	18781
1806	28422	18764
1807	28439	18749
1808	28453	18732
1809	28470	18718
1810	28484	18701
1811	28499	18685
1812	28515	18669
1813	28530	18653
1814	28545	18637
1815	28561	18621
1816	28576	18605
1817	28590	18588
1818	28606	18573
1819	28623	18558
1820	28640	18542
1821	28655	18527
1822	28671	18511
1823	28688	18496
1824	28704	18480
1825	28721	18466
1826	28738	18450
1827	28753	18434
1828	28767	18418
1829	28784	18403
1830	28800	18387
1831	28813	18370
1832	28828	18354
1833	28844	18338
1834	28859	18322
1835	28873	18305
1836	28887	18288
1837	28901	18272
1838	28916	18255
1839	28932	18239
1840	28949	18225
1841	28962	18207
1842	28979	18193
1843	28996	18177
1844	29009	18160
1845	29023	18143
1846	29042	18130
1847	29058	18114
1848	29075	18099
1849	29090	18083
1850	29105	18066
1851	29121	18051
1852	29135	18034
1853	29149	18018
1854	29164	18001
1855	29178	17984
1856	29194	17969
1857	29208	17952
1858	29224	17937
1859	29242	17922
1860	29259	17907
1861	29276	17892
1862	29293	17877
1863	29308	17862
1864	29326	17847
1865	29339	17830
1866	29354	17813
1867	29371	17798
1868	29385	17782
1869	29402	17767
1870	29419	17752
1871	29434	17736
1872	29451	17721
1873	29468	17706
1874	29480	17688
1875	29496	17672
1876	29512	17657
1877	29528	17641
1878	29541	17624
1879	29556	17607
1880	29572	17592
1881	29587	17576
1882	29603	17560
1883	29618	17544
1884	29634	17528
1885	29649	17513
1886	29664	17496
1887	29679	17480
1888	29695	17465
1889	29710	17448
1890	29726	17433
1891	29742	17417
1892	29758	17402
1893	29775	17387
1894	29790	17371
1895	29804	17354
1896	29820	17338
1897	29833	17321
1898	29847	17304
1899	29863	17289
1900	29878	17273
1901	29894	17257
1902	29910	17242
1903	29925	17226
1904	29940	17210
1905	29958	17195
1906	29973	17179
1907	29990	17164
1908	30004	17147
1909	30018	17131
1910	30035	17116
1911	30051	17100
1912	30069	17086
1913	30082	17068
1914	30098	17053
1915	30111	17036
1916	30128	17021
1917	30144	17005
1918	30159	16989
1919	30174	16973
1920	30190	16957
1921	30206	16942
1922	30222	16926
1923	30235	16909
1924	30251	16893
1925	30268	16878
1926	30282	16862
1927	30297	16845
1928	30314	16831
1929	30328	16814
1930	30343	16798
1931	30359	16782
1932	30375	16766
1933	30391	16751
1934	30405	16734
1935	30423	16720
1936	30439	16705
1937	30455	16689
1938	30475	16675
1939	30492	16660
1940	30508	16645
1941	30523	16629
1942	30538	16613
1943	30552	16596
1944	30567	16580
1945	30582	16563
1946	30596	16547
1947	30613	16532
1948	30627	16516
1949	30643	16500
1950	30657	16483
1951	30673	16468
1952	30690	16453
1953	30703	16435
1954	30719	16420
1955	30736	16405
1956	30748	16387
1957	30766	16373
1958	30781	16356
1959	30795	16340
1960	30809	16323
1961	30825	16308
1962	30840	16292
1963	30855	16276
1964	30870	16259
1965	30885	16243
1966	30900	16227
1967	30915	16211
1968	30929	16195
1969	30945	16179
1970	30960	16163
1971	30976	16148
1972	30990	16131
1973	31005	16115
1974	31018	16098
1975	31033	16082
1976	31048	16066
1977	31064	16050
1978	31080	16034
1979	31093	16018
1980	31108	16001
1981	31123	15985
1982	31140	15970
1983	31155	15954
1984	31170	15938
1985	31184	15922
1986	31199	15906
1987	31217	15891
1988	31232	15875
1989	31248	15859
1990	31264	15844
1991	31279	15828
1992	31296	15813
1993	31311	15797
1994	31327	15781
1995	31343	15765
1996	31358	15750
1997	31373	15733
1998	31389	15718
1999	31405	15702
2000	31419	15686
2001	31436	15671
2002	31452	15655
2003	31469	15640
2004	31485	15624
2005	31501	15609
2006	31516	15593
2007	31531	15577
2008	31547	15561
2009	31562	15545
2010	31577	15529
2011	31591	15513
2012	31607	15497
2013	31624	15482
2014	31640	15466
2015	31656	15451
2016	31671	15435
2017	31688	15420
2018	31702	15403
2019	31716	15387
2020	31732	15371
2021	31747	15355
2022	31761	15339
2023	31777	15323
2024	31793	15308
2025	31809	15292
2026	31824	15276
2027	31840	15260
2028	31856	15245
2029	31871	15229
2030	31885	15212
2031	31899	15196
2032	31914	15180
2033	31929	15164
2034	31945	15148
2035	31960	15132
2036	31975	15116
2037	31992	15101
2038	32007	15085
2039	32021	15069
2040	32037	15053
2041	32053	15037
2042	32067	15021
2043	32083	15005
2044	32098	14989
2045	32116	14974
2046	32131	14959
2047	32148	14943
2048	32164	14928
2049	32182	14913
2050	32199	14898
2051	32212	14881
2052	32227	14865
2053	32242	14849
2054	32259	14834
2055	32276	14819
2056	32291	14803
2057	32306	14787
2058	32322	14772
2059	32338	14756
2060	32353	14740
2061	32369	14724
2062	32385	14709
2063	32401	14693
2064	32416	14677
2065	32432	14662
2066	32449	14647
2067	32465	14631
2068	32481	14615
2069	32496	14599
2070	32513	14584
2071	32528	14568
2072	32544	14553
2073	32560	14537
2074	32575	14521
2075	32592	14506
2076	32609	14491
2077	32622	14474
2078	32635	14457
2079	32652	14442
2080	32666	14425
2081	32682	14410
2082	32699	14395
2083	32713	14378
2084	32728	14363
2085	32744	14347
2086	32761	14332
2087	32777	14316
2088	32791	14300
2089	32807	14284
2090	32823	14269
2091	32839	14253
2092	32854	14237
2093	32870	14221
2094	32885	14205
2095	32901	14190
2096	32915	14174
2097	32930	14158
2098	32947	14142
2099	32962	14126
2100	32978	14111
2101	32992	14094
2102	33007	14078
2103	33025	14064
2104	33041	14048
2105	33058	14033
2106	33072	14016
2107	33089	14001
2108	33102	13985
2109	33116	13968
2110	33131	13952
2111	33147	13936
2112	33162	13920
2113	33177	13905
2114	33192	13888
2115	33207	13873
2116	33223	13857
2117	33239	13841
2118	33256	13826
2119	33271	13810
2120	33288	13795
2121	33305	13780
2122	33320	13764
2123	33335	13748
2124	33352	13733
2125	33366	13717
2126	33381	13701
2127	33394	13684
2128	33411	13669
2129	33428	13653
2130	33444	13638
2131	33458	13622
2132	33474	13606
2133	33490	13590
2134	33505	13574
2135	33522	13559
2136	33537	13543
2137	33552	13527
2138	33568	13512
2139	33583	13496
2140	33600	13481
2141	33614	13464
2142	33628	13448
2143	33645	13432
2144	33659	13416
2145	33673	13400
2146	33688	13384
2147	33702	13367
2148	33718	13352
2149	33736	13337
2150	33750	13321
2151	33764	13305
2152	33778	13288
2153	33794	13273
2154	33810	13257
2155	33827	13242
2156	33841	13225
2157	33856	13209
2158	33872	13194
2159	33889	13179
2160	33905	13163
2161	33921	13148
2162	33935	13131
2163	33951	13116
2164	33966	13100
2165	33980	13084
2166	33997	13068
2167	34016	13054
2168	34033	13039
2169	34049	13023
2170	34065	13007
2171	34079	12991
2172	34095	12976
2173	34108	12959
2174	34122	12943
2175	34137	12926
2176	34149	12910
2177	34163	12893
2178	34178	12877
2179	34191	12860
2180	34208	12845
2181	34228	12831
2182	34246	12817
2183	34262	12801
2184	34277	12785
2185	34289	12768
2186	34305	12752
2187	34321	12737
2188	34338	12721
2189	34353	12705
2190	34367	12689
2191	34382	12673
2192	34399	12658
2193	34416	12643
2194	34432	12627
2195	34445	12611
2196	34461	12595
2197	34473	12578
2198	34487	12562
2199	34503	12546
2200	34519	12531
2201	34535	12515
2202	34552	12500
2203	34567	12484
2204	34581	12468
2205	34598	12452
2206	34612	12436
2207	34626	12420
2208	34645	12405
2209	34661	12390
2210	34674	12373
2211	34689	12357
2212	34709	12343
2213	34724	12327
2214	34740	12311
2215	34755	12296
2216	34771	12280
2217	34786	12264
2218	34800	12248
2219	34817	12233
2220	34833	12217
2221	34848	12201
2222	34865	12186
2223	34883	12171
2224	34899	12155
2225	34915	12140
2226	34931	12124
2227	34947	12109
2228	34963	12093
2229	34978	12077
2230	34993	12062
2231	35012	12047
2232	35027	12031
2233	35041	12015
2234	35059	12000
2235	35072	11983
2236	35089	11968
2237	35104	11952
2238	35118	11936
2239	35134	11920
2240	35152	11905
2241	35165	11889
2242	35181	11873
2243	35196	11857
2244	35210	11841
2245	35227	11826
2246	35243	11810
2247	35258	11794
2248	35272	11778
2249	35286	11762
2250	35302	11746
2251	35319	11731
2252	35335	11715
2253	35349	11699
2254	35365	11683
2255	35382	11668
2256	35396	11652
2257	35412	11636
2258	35426	11620
2259	35441	11604
2260	35458	11589
2261	35473	11573
2262	35486	11557
2263	35502	11541
2264	35517	11525
2265	35532	11509
2266	35546	11493
2267	35561	11477
2268	35575	11461
2269	35590	11445
2270	35605	11429
2271	35621	11413
2272	35637	11398
2273	35653	11382
2274	35670	11367
2275	35685	11351
2276	35699	11335
2277	35715	11319
2278	35731	11304
2279	35746	11288
2280	35762	11272
2281	35778	11257
2282	35795	11241
2283	35811	11226
2284	35825	11210
2285	35840	11194
2286	35858	11179
2287	35874	11163
2288	35888	11147
2289	35904	11132
2290	35919	11116
2291	35933	11099
2292	35947	11083
2293	35964	11068
2294	35980	11052
2295	35994	11036
2296	36009	11020
2297	36025	11005
2298	36044	10990
2299	36060	10974
2300	36076	10959
2301	36093	10944
2302	36109	10928
2303	36124	10912
2304	36139	10896
2305	36156	10881
2306	36172	10865
2307	36186	10849
2308	36203	10834
2309	36220	10819
2310	36237	10803
2311	36253	10788
2312	36269	10772
2313	36285	10757
2314	36299	10741
2315	36313	10724
2316	36329	10709
2317	36346	10693
2318	36361	10677
2319	36378	10662
2320	36391	10646
2321	36408	10630
2322	36424	10615
2323	36439	10599
2324	36453	10583
2325	36468	10567
2326	36484	10551
2327	36500	10536
2328	36515	10520
2329	36530	10504
2330	36544	10488
2331	36561	10472
2332	36573	10456
2333	36589	10440
2334	36604	10424
2335	36618	10408
2336	36633	10392
2337	36647	10376
2338	36661	10360
2339	36679	10345
2340	36695	10329
2341	36710	10314
2342	36728	10298
2343	36744	10283
2344	36758	10267
2345	36775	10251
2346	36791	10236
2347	36806	10220
2348	36826	10206
2349	36843	10190
2350	36857	10174
2351	36874	10159
2352	36888	10143
2353	36904	10127
2354	36919	10111
2355	36934	10095
2356	36950	10080
2357	36965	10064
2358	36981	10048
2359	36995	10032
2360	37011	10017
2361	37025	10001
2362	37041	9985
2363	37058	9970
2364	37075	9954
2365	37090	9938
2366	37106	9923
2367	37121	9907
2368	37136	9891
2369	37152	9876
2370	37169	9860
2371	37186	9845
2372	37202	9829
2373	37217	9813
2374	37231	9797
2375	37247	9782
2376	37262	9766
2377	37275	9750
2378	37288	9733
2379	37303	9717
2380	37316	9701
2381	37333	9686
2382	37348	9670
2383	37361	9653
2384	37377	9638
2385	37393	9622
2386	37406	9606
2387	37422	9590
2388	37438	9575
2389	37453	9559
2390	37466	9542
2391	37482	9527
2392	37500	9512
2393	37514	9496
2394	37529	9480
2395	37542	9463
2396	37558	9448
2397	37571	9432
2398	37586	9416
2399	37601	9400
2400	37616	9384
2401	37630	9368
2402	37645	9352
2403	37659	9336
2404	37673	9320
2405	37688	9304
2406	37702	9288
2407	37717	9272
2408	37731	9256
2409	37745	9240
2410	37758	9224
2411	37772	9208
2412	37787	9192
2413	37800	9176
2414	37815	9160
2415	37830	9144
2416	37845	9128
2417	37860	9112
2418	37876	9097
2419	37892	9081
2420	37910	9066
2421	37924	9050
2422	37940	9034
2423	37954	9018
2424	37969	9003
2425	37985	8987
2426	38001	8971
2427	38017	8956
2428	38031	8940
2429	38046	8924
2430	38061	8908
2431	38075	8892
2432	38090	8876
2433	38105	8861
2434	38120	8845
2435	38136	8829
2436	38152	8814
2437	38167	8798
2438	38181	8782
2439	38196	8766
2440	38210	8750
2441	38226	8734
2442	38239	8718
2443	38254	8702
2444	38271	8687
2445	38287	8671
2446	38302	8656
2447	38317	8640
2448	38332	8624
2449	38349	8609
2450	38366	8593
2451	38381	8577
2452	38398	8562
2453	38411	8546
2454	38427	8530
2455	38442	8515
2456	38457	8499
2457	38472	8483
2458	38489	8468
2459	38505	8452
2460	38521	8436
2461	38536	8420
2462	38552	8405
2463	38566	8389
2464	38582	8373
2465	38597	8358
2466	38612	8342
2467	38628	8326
2468	38644	8311
2469	38658	8295
2470	38672	8279
2471	38687	8263
2472	38702	8247
2473	38717	8231
2474	38732	8215
2475	38746	8200
2476	38761	8184
2477	38776	8168
2478	38791	8152
2479	38806	8136
2480	38821	8121
2481	38836	8105
2482	38853	8089
2483	38868	8074
2484	38881	8057
2485	38895	8041
2486	38910	8026
2487	38927	8010
2488	38942	7995
2489	38956	7979
2490	38973	7963
2491	38988	7947
2492	39004	7932
2493	39020	7916
2494	39037	7901
2495	39051	7885
2496	39066	7869
2497	39083	7854
2498	39098	7838
2499	39114	7822
2500	39129	7807
2501	39143	7791
2502	39157	7775
2503	39172	7759
2504	39188	7743
2505	39207	7728
2506	39225	7713
2507	39237	7697
2508	39251	7681
2509	39265	7665
2510	39280	7649
2511	39297	7634
2512	39313	7618
2513	39328	7602
2514	39345	7587
2515	39361	7571
2516	39375	7555
2517	39390	7540
2518	39403	7524
2519	39418	7508
2520	39434	7492
2521	39450	7477
2522	39465	7461
2523	39479	7445
2524	39495	7429
2525	39510	7414
2526	39525	7398
2527	39541	7382
2528	39555	7366
2529	39571	7351
2530	39586	7335
2531	39600	7319
2532	39616	7303
2533	39628	7287
2534	39643	7271
2535	39659	7256
2536	39674	7240
2537	39690	7224
2538	39706	7209
2539	39719	7193
2540	39734	7177
2541	39747	7161
2542	39762	7145
2543	39776	7129
2544	39790	7113
2545	39808	7098
2546	39823	7082
2547	39838	7067
2548	39853	7051
2549	39868	7035
2550	39884	7020
2551	39900	7004
2552	39915	6988
2553	39932	6973
2554	39947	6957
2555	39963	6941
2556	39977	6926
2557	39993	6910
2558	40009	6894
2559	40026	6879
2560	40040	6863
2561	40055	6847
2562	40070	6832
2563	40085	6816
2564	40100	6800
2565	40114	6784
2566	40130	6769
2567	40145	6753
2568	40160	6737
2569	40177	6722
2570	40191	6706
2571	40208	6690
2572	40223	6675
2573	40239	6659
2574	40254	6643
2575	40271	6628
2576	40284	6612
2577	40301	6597
2578	40317	6581
2579	40332	6565
2580	40348	6550
2581	40363	6534
2582	40377	6518
2583	40392	6502
2584	40408	6487
2585	40423	6471
2586	40436	6455
2587	40452	6439
2588	40466	6423
2589	40479	6407
2590	40495	6392
2591	40512	6376
2592	40527	6361
2593	40543	6345
2594	40560	6330
2595	40574	6314
2596	40591	6298
2597	40605	6283
2598	40621	6267
2599	40636	6251
2600	40652	6236
2601	40667	6220
2602	40682	6204
2603	40698	6189
2604	40712	6173
2605	40726	6157
2606	40739	6141
2607	40754	6125
2608	40768	6109
2609	40781	6093
2610	40795	6077
2611	40809	6062
2612	40826	6046
2613	40842	6031
2614	40857	6015
2615	40875	6000
2616	40890	5984
2617	40905	5968
2618	40921	5953
2619	40935	5937
2620	40950	5921
2621	40968	5906
2622	40982	5890
2623	41001	5875
2624	41017	5859
2625	41034	5844
2626	41050	5828
2627	41065	5812
2628	41079	5797
2629	41093	5781
2630	41110	5765
2631	41126	5750
2632	41143	5734
2633	41156	5718
2634	41171	5703
2635	41187	5687
2636	41202	5671
2637	41218	5656
2638	41231	5640
2639	41246	5624
2640	41262	5608
2641	41276	5593
2642	41292	5577
2643	41309	5562
2644	41322	5546
2645	41339	5530
2646	41355	5515
2647	41370	5499
2648	41386	5483
2649	41400	5467
2650	41416	5452
2651	41432	5436
2652	41448	5421
2653	41464	5405
2654	41476	5389
2655	41489	5373
2656	41505	5358
2657	41521	5342
2658	41536	5326
2659	41551	5311
2660	41565	5295
2661	41581	5279
2662	41597	5264
2663	41611	5248
2664	41625	5232
2665	41641	5216
2666	41658	5201
2667	41675	5186
2668	41690	5170
2669	41705	5154
2670	41721	5139
2671	41734	5123
2672	41748	5107
2673	41765	5091
2674	41780	5076
2675	41797	5060
2676	41810	5044
2677	41827	5029
2678	41843	5013
2679	41857	4997
2680	41874	4982
2681	41890	4966
2682	41906	4951
2683	41921	4935
2684	41937	4920
2685	41953	4904
2686	41968	4888
2687	41985	4873
2688	42001	4857
2689	42016	4842
2690	42031	4826
2691	42045	4810
2692	42060	4794
2693	42077	4779
2694	42093	4763
2695	42109	4748
2696	42122	4732
2697	42139	4716
2698	42153	4701
2699	42171	4685
2700	42186	4669
2701	42201	4654
2702	42217	4638
2703	42230	4622
2704	42243	4606
2705	42257	4591
2706	42274	4575
2707	42290	4560
2708	42304	4544
2709	42318	4528
2710	42333	4512
2711	42347	4497
2712	42363	4481
2713	42380	4466
2714	42395	4450
2715	42412	4434
2716	42426	4419
2717	42443	4403
2718	42460	4388
2719	42475	4372
2720	42493	4357
2721	42507	4341
2722	42523	4325
2723	42539	4310
2724	42557	4294
2725	42573	4279
2726	42587	4263
2727	42603	4247
2728	42619	4232
2729	42635	4216
2730	42651	4201
2731	42668	4185
2732	42684	4170
2733	42700	4154
2734	42715	4138
2735	42731	4123
2736	42748	4107
2737	42764	4092
2738	42780	4076
2739	42795	4060
2740	42812	4045
2741	42827	4029
2742	42842	4014
2743	42857	3998
2744	42872	3982
2745	42890	3967
2746	42904	3951
2747	42922	3936
2748	42938	3920
2749	42955	3905
2750	42971	3889
2751	42986	3873
2752	43001	3858
2753	43016	3842
2754	43031	3826
2755	43045	3811
2756	43061	3795
2757	43078	3779
2758	43094	3764
2759	43111	3748
2760	43127	3733
2761	43141	3717
2762	43160	3702
2763	43176	3686
2764	43189	3670
2765	43204	3655
2766	43221	3639
2767	43237	3623
2768	43249	3608
2769	43267	3592
2770	43282	3576
2771	43297	3561
2772	43313	3545
2773	43326	3529
2774	43344	3514
2775	43358	3498
2776	43374	3483
2777	43389	3467
2778	43404	3451
2779	43421	3436
2780	43437	3420
2781	43452	3404
2782	43468	3389
2783	43483	3373
2784	43499	3358
2785	43514	3342
2786	43530	3326
2787	43546	3311
2788	43562	3295
2789	43576	3279
2790	43590	3264
2791	43605	3248
2792	43622	3233
2793	43637	3217
2794	43653	3201
2795	43668	3186
2796	43682	3170
2797	43697	3154
2798	43713	3139
2799	43726	3123
2800	43744	3107
2801	43761	3092
2802	43777	3076
2803	43792	3061
2804	43808	3045
2805	43822	3029
2806	43836	3014
2807	43850	2998
2808	43866	2982
2809	43882	2967
2810	43899	2951
2811	43915	2936
2812	43931	2920
2813	43944	2904
2814	43958	2888
2815	43974	2873
2816	43990	2857
2817	44006	2842
2818	44024	2826
2819	44040	2811
2820	44055	2795
2821	44070	2779
2822	44085	2764
2823	44100	2748
2824	44114	2732
2825	44129	2717
2826	44146	2701
2827	44162	2685
2828	44178	2670
2829	44193	2654
2830	44209	2639
2831	44224	2623
2832	44241	2607
2833	44257	2592
2834	44271	2576
2835	44287	2561
2836	44303	2545
2837	44320	2529
2838	44335	2514
2839	44351	2498
2840	44367	2483
2841	44384	2467
2842	44399	2451
2843	44414	2436
2844	44432	2420
2845	44448	2405
2846	44462	2389
2847	44477	2373
2848	44493	2358
2849	44506	2342
2850	44524	2326
2851	44541	2311
2852	44554	2295
2853	44572	2280
2854	44587	2264
2855	44601	2248
2856	44615	2233
2857	44628	2217
2858	44645	2201
2859	44661	2186
2860	44677	2170
2861	44692	2155
2862	44708	2139
2863	44723	2123
2864	44737	2108
2865	44752	2092
2866	44769	2076
2867	44783	2061
2868	44800	2045
2869	44814	2029
2870	44829	2014
2871	44845	1998
2872	44860	1983
2873	44875	1967
2874	44890	1951
2875	44906	1936
2876	44921	1920
2877	44934	1904
2878	44951	1889
2879	44966	1873
2880	44983	1858
2881	44998	1842
2882	45013	1826
2883	45026	1811
2884	45042	1795
2885	45059	1779
2886	45071	1764
2887	45086	1748
2888	45102	1732
2889	45116	1717
2890	45134	1701
2891	45149	1686
2892	45164	1670
2893	45180	1654
2894	45195	1639
2895	45212	1623
2896	45226	1607
2897	45243	1592
2898	45258	1576
2899	45276	1561
2900	45290	1545
2901	45306	1529
2902	45322	1514
2903	45338	1498
2904	45354	1483
2905	45369	1467
2906	45385	1451
2907	45401	1436
2908	45416	1420
2909	45432	1405
2910	45447	1389
2911	45463	1373
2912	45480	1358
2913	45494	1342
2914	45511	1327
2915	45527	1311
2916	45543	1295
2917	45559	1280
2918	45575	1264
2919	45591	1249
2920	45605	1233
2921	45621	1217
2922	45637	1202
2923	45652	1186
2924	45667	1170
2925	45683	1155
2926	45699	1139
2927	45714	1124
2928	45729	1108
2929	45742	1092
2930	45758	1077
2931	45773	1061
2932	45789	1045
2933	45802	1030
2934	45818	1014
2935	45831	999
2936	45848	983
2937	45861	967
2938	45878	952
2939	45892	936
2940	45907	920
2941	45921	905
2942	45937	889
2943	45952	874
2944	45968	858
2945	45984	842
2946	46000	827
2947	46015	811
2948	46029	796
2949	46045	780
2950	46061	764
2951	46076	749
2952	46092	733
2953	46109	718
2954	46123	702
2955	46138	686
2956	46152	671
2957	46167	655
2958	46183	639
2959	46197	624
2960	46213	608
2961	46230	593
2962	46245	577
2963	46263	561
2964	46274	546
2965	46291	530
2966	46304	515
2967	46319	499
2968	46337	483
2969	46354	468
2970	46366	452
2971	46382	436
2972	46399	421
2973	46415	405
2974	46432	390
2975	46446	374
2976	46464	358
2977	46479	343
2978	46493	327
2979	46508	312
2980	46525	296
2981	46541	280
2982	46557	265
2983	46572	249
2984	46589	234
2985	46605	218
2986	46621	202
2987	46635	187
2988	46650	171
2989	46668	156
2990	46683	140
2991	46699	124
2992	46715	109
2993	46730	93
2994	46746	78
2995	46761	62
2996	46779	46
2997	46796	31
2998	46812	15
2999	46825	0
