iter	RMSE
131	0.2245478457
132	0.2227578693
133	0.2211722734
134	0.219389725
135	0.217562864
136	0.2157544786
137	0.2140735478
138	0.2123049948
139	0.2107747026
140	0.2090452864
141	0.2074850506
142	0.2059685046
143	0.2043923411
144	0.2027915516
145	0.2012148187
146	0.1997031142
147	0.1982839203
148	0.1968571033
149	0.1954183046
150	0.1938817555
151	0.192382543
152	0.191022918
153	0.1895791275
154	0.188106889
155	0.1868846595
156	0.1855637365
157	0.1842554489
158	0.1829093599
159	0.1817411026
160	0.1805149021
161	0.179304566
162	0.1778771781
163	0.1766006444
164	0.1753459354
165	0.1741395049
166	0.1728932032
167	0.1715779218
168	0.1703640948
169	0.1689947875
170	0.1679553064
171	0.1666399297
172	0.1654824619
173	0.1645683743
174	0.1635040062
175	0.1623578347
176	0.1612277214
177	0.1602103908
178	0.159193969
179	0.1581454135
180	0.1571938177
181	0.1561576402
182	0.1550256951
183	0.1540385522
184	0.1530647883
185	0.1521233033
186	0.151134074
187	0.1500302966
188	0.1491163089
189	0.1481848539
190	0.147262502
191	0.1463587553
192	0.1454392306
193	0.1445782206
194	0.1437706971
195	0.1427873038
196	0.1419557036
197	0.1411115767
198	0.140360162
199	0.1395843967
200	0.1388186929
201	0.1380273101
202	0.1372518326
203	0.1364968355
204	0.1357102488
205	0.1349185858
206	0.1341890278
207	0.133362533
208	0.1326646956
209	0.1318225666
210	0.1311468477
211	0.1303867836
212	0.1296139064
213	0.1288879402
214	0.128220851
215	0.1276034205
216	0.1269058119
217	0.1262699855
218	0.1254878978
219	0.1248577295
220	0.1241262528
221	0.1234718218
222	0.1228183463
223	0.1222049422
224	0.121562212
225	0.1208885504
226	0.1201919618
227	0.119580733
228	0.1189821873
229	0.1184433454
230	0.1178177407
231	0.1172107393
232	0.1165591974
233	0.1159265497
234	0.1153552604
235	0.1147439415
236	0.1141349486
237	0.1136036172
238	0.113106445
239	0.1125056171
240	0.1119629904
241	0.1114202469
242	0.1109264201
243	0.1104043277
244	0.1098572923
245	0.1093364211
246	0.1088109254
247	0.1083651104
248	0.1078215504
249	0.1073205614
250	0.106860607
251	0.1064829873
252	0.1059338828
253	0.1054650078
254	0.1049503895
255	0.104521215
256	0.1040272484
257	0.1035437495
258	0.1030457368
259	0.10257412
260	0.1020570644
261	0.1016227081
262	0.1011908167
263	0.1007032361
264	0.1001850897
265	0.09977348866
266	0.0993590889
267	0.09887572557
268	0.0984236977
269	0.09804101898
270	0.09765492288
271	0.09717242808
272	0.09681354368
273	0.09641768236
274	0.09604136986
275	0.09564766205
276	0.09519261128
277	0.09479503858
278	0.09448023772
279	0.0941333192
280	0.09371009164
281	0.09335940906
282	0.0929132501
283	0.0925405322
284	0.09212654972
285	0.09179771195
286	0.09143716673
287	0.09112343325
288	0.09083911684
289	0.09041997923
290	0.09007427961
291	0.08971695921
292	0.08938755352
293	0.08899646122
294	0.08873677206
295	0.088414429
296	0.08809567016
297	0.08768170529
298	0.08736009607
299	0.08702218025
300	0.08672309607
301	0.08637219335
302	0.08603819747
303	0.0857099615
304	0.08538982649
305	0.08511355749
306	0.08479887212
307	0.08451758482
308	0.08424359946
309	0.08393774662
310	0.08361582622
311	0.08336301489
312	0.08302218824
313	0.08277652706
314	0.08245294627
315	0.08219933794
316	0.08193659469
317	0.08163990285
318	0.0813300133
319	0.08102155351
320	0.08078071782
321	0.08049267294
322	0.08019220232
323	0.07996456737
324	0.07963238296
325	0.0793544493
326	0.07912558624
327	0.07878357885
328	0.07848074339
329	0.0782427374
330	0.07792395643
331	0.07768274282
332	0.07740398659
333	0.07719855541
334	0.07692185226
335	0.07664101089
336	0.07637131422
337	0.07607393109
338	0.07584903625
339	0.07557966176
340	0.0753632684
341	0.0751310015
342	0.07484720231
343	0.07454251117
344	0.07428706771
345	0.07400879784
346	0.07376383114
347	0.07358047319
348	0.07338582682
349	0.07313295526
350	0.07292108056
351	0.07267952781
352	0.07249109835
353	0.07224470778
354	0.07206310262
355	0.07186649477
356	0.07163780003
357	0.0713520847
358	0.07111299181
359	0.07088882989
360	0.07071053301
361	0.07047657756
362	0.07024185791
363	0.07000422872
364	0.06979339737
365	0.06959059933
366	0.06941737108
367	0.06918263399
368	0.06898756812
369	0.06880161102
370	0.06860547141
371	0.06841313462
372	0.06817096417
373	0.06797014317
374	0.06777986709
375	0.06761855951
376	0.06744284449
377	0.06719225938
378	0.06697336484
379	0.06673102917
380	0.06656588507
381	0.06637459617
382	0.06616061002
383	0.06596210565
384	0.06578552581
385	0.06551155652
386	0.06533404535
387	0.06513338269
388	0.06491229952
389	0.06477599003
390	0.06460384317
391	0.06438319198
392	0.06419239535
393	0.06400677132
394	0.06382765299
395	0.06361512608
396	0.06346972458
397	0.06326046521
398	0.06308463854
399	0.06295340873
400	0.06278306181
401	0.06259281009
402	0.06240963235
403	0.06222321453
404	0.06197887057
405	0.06184020786
406	0.06165943471
407	0.06147938201
408	0.06131446763
409	0.06109046588
410	0.06092778376
411	0.0607441343
412	0.06059664268
413	0.06041623069
414	0.06021866508
415	0.06004120358
416	0.05984490332
417	0.05969005619
418	0.05950638689
419	0.0592914531
420	0.05914294248
421	0.05899493892
422	0.05883200538
423	0.05865053
424	0.05847384874
425	0.05832114527
426	0.05816433208
427	0.05801034136
428	0.05788629078
429	0.0576738058
430	0.05755159518
431	0.05736805321
432	0.05722171587
433	0.05702031875
434	0.05687325336
435	0.05672741264
436	0.05658990407
437	0.05647397154
438	0.05630532477
439	0.05617415571
440	0.05602032659
441	0.05590180441
442	0.05575693671
443	0.05561845183
444	0.05544641368
445	0.055302771
446	0.05516427037
447	0.0549914158
448	0.05484427419
449	0.05470631578
450	0.05457809654
451	0.05442443323
452	0.05425525123
453	0.05412554007
454	0.05399402852
455	0.05385563646
456	0.05370428003
457	0.05356844217
458	0.05341160673
459	0.05329683841
460	0.05315396457
461	0.05298699935
462	0.05281736348
463	0.05270555475
464	0.05256567027
465	0.05239617981
466	0.05226819841
467	0.05215397283
468	0.05203542393
469	0.05189933096
470	0.05177214115
471	0.05163229666
472	0.05150487719
473	0.05134899667
474	0.05120992425
475	0.05105073605
476	0.05092597602
477	0.05077035054
478	0.05066449891
479	0.05053174611
480	0.05038038281
481	0.05025202526
482	0.05012509604
483	0.04999454178
484	0.04984518103
485	0.04972730337
486	0.04964134624
487	0.0495106087
488	0.04936490489
489	0.04925806145
490	0.04912728363
491	0.0490156472
492	0.04889245044
493	0.04876015533
494	0.04864843311
495	0.0485315524
496	0.04839848815
497	0.04826541097
498	0.04817816611
499	0.0481145294
500	0.0480248908
501	0.04789307727
502	0.04778696003
503	0.0476747039
504	0.04755618094
505	0.04742777802
506	0.04730366246
507	0.04720496809
508	0.04708752731
509	0.04695623671
510	0.04683696579
511	0.04671987359
512	0.04659068255
513	0.04642302476
514	0.04628565271
515	0.0461892477
516	0.04611268125
517	0.04599262625
518	0.04588335711
519	0.04578077869
520	0.04566188215
521	0.0455608706
522	0.0454446627
523	0.04531615276
524	0.0452422542
525	0.04518534892
526	0.04509043815
527	0.0449677335
528	0.04486106004
529	0.04474422651
530	0.04460448908
531	0.04450407647
532	0.04439236159
533	0.0442903132
534	0.04414856522
535	0.04404430049
536	0.04391739241
537	0.04380904512
538	0.04370986102
539	0.0435921955
540	0.04348324833
541	0.04335100101
542	0.04324124418
543	0.04311428093
544	0.04300364492
545	0.04290852303
546	0.04276030612
547	0.04266283765
548	0.04258491973
549	0.04248655286
550	0.04240209767
551	0.04230091342
552	0.04220349924
553	0.04209241314
554	0.04199990545
555	0.0418932995
556	0.04180181539
557	0.0417050169
558	0.04160727879
559	0.04150459951
560	0.04139531602
561	0.04129453761
562	0.04118630549
563	0.04108777129
564	0.04095860837
565	0.04085696969
566	0.04075501248
567	0.04068700191
568	0.04059319273
569	0.04045298824
570	0.04036428826
571	0.04026404198
572	0.04015219624
573	0.04006733315
574	0.03997111214
575	0.03987719216
576	0.03978565598
577	0.0396948922
578	0.03961677205
579	0.03949887648
580	0.03940482192
581	0.03931274141
582	0.03921217746
583	0.03912469359
584	0.03903359512
585	0.03893390242
586	0.03885774881
587	0.03875214563
588	0.03867017376
589	0.03858960496
590	0.0384998184
591	0.03840472491
592	0.0383211159
593	0.0382317802
594	0.038129762
595	0.03804850394
596	0.0379623102
597	0.03786607137
598	0.03775711155
599	0.03762413748
600	0.03751338154
601	0.03740400221
602	0.03731002682
603	0.03722979727
604	0.03714804846
605	0.03706326759
606	0.0369815611
607	0.03688630016
608	0.0367911231
609	0.03669702271
610	0.03661980233
611	0.03658129045
612	0.03651202118
613	0.03641103014
614	0.03633189047
615	0.03625081115
616	0.0361759561
617	0.03609149054
618	0.03602754301
619	0.03594212045
620	0.03588386438
621	0.0358037871
622	0.03571407583
623	0.03563241225
624	0.03558149191
625	0.03551534321
626	0.03542155448
627	0.03532858352
628	0.035254361
629	0.03518596799
630	0.03512468974
631	0.03504019426
632	0.03496048965
633	0.03487654981
634	0.03480210607
635	0.03472219311
636	0.03467247675
637	0.0345881863
638	0.03451404252
639	0.03446750314
640	0.03439289012
641	0.03432742361
642	0.0342470687
643	0.03418677535
644	0.03410574652
645	0.03403238382
646	0.03397386388
647	0.03392279656
648	0.03384617813
649	0.03377976908
650	0.03372044346
651	0.03363001495
652	0.03354643956
653	0.03347344941
654	0.03339432267
655	0.03333331783
656	0.03328950081
657	0.03320375979
658	0.03312988487
659	0.03306137959
660	0.0329918551
661	0.03292007171
662	0.03284569866
663	0.0327729009
664	0.03269148705
665	0.03260211324
666	0.03251219691
667	0.03243532366
668	0.03236699753
669	0.03229129913
670	0.03224462332
671	0.03217589786
672	0.0320988651
673	0.03204302318
674	0.03198156449
675	0.03191517276
676	0.03185976514
677	0.03178720247
678	0.03171855297
679	0.03165518727
680	0.03156054319
681	0.03148464893
682	0.03141410571
683	0.03136537609
684	0.0312956785
685	0.03122927461
686	0.03117046593
687	0.03110532154
688	0.03104731122
689	0.03098334004
690	0.03092301264
691	0.0308577707
692	0.03079303805
693	0.03072196928
694	0.03064025452
695	0.03059779121
696	0.03052005355
697	0.03044819312
698	0.03034746803
699	0.03028778686
700	0.03024792471
701	0.03020402942
702	0.03014925809
703	0.03009806823
704	0.03003710396
705	0.02998286021
706	0.02990718402
707	0.02985556139
708	0.02979001141
709	0.02974891746
710	0.0296844416
711	0.02961834857
712	0.02955889412
713	0.0295049912
714	0.02944742284
715	0.02938081926
716	0.02930921496
717	0.0292511414
718	0.0291977514
719	0.02912838844
720	0.02906505769
721	0.02901120127
722	0.02892628037
723	0.02883728497
724	0.02878058326
725	0.02871767986
726	0.02865784963
727	0.02858382946
728	0.02851351275
729	0.02845684326
730	0.02840325028
731	0.02833732497
732	0.02826667163
733	0.02822245303
734	0.02815978185
735	0.02809570192
736	0.02805271989
737	0.02799536476
738	0.02794119899
739	0.02788146382
740	0.0277950592
741	0.02772048763
742	0.02769183136
743	0.02762264038
744	0.02756576951
745	0.02751270274
746	0.02745328577
747	0.02739226507
748	0.02733318548
749	0.02726209584
750	0.02720618215
751	0.02714369645
752	0.02709417375
753	0.02703741548
754	0.02700509575
755	0.02696447633
756	0.0268942591
757	0.02684364296
758	0.02680820771
759	0.02675232421
760	0.02669843742
761	0.02663999536
762	0.02657521222
763	0.02652842512
764	0.02649118664
765	0.02643844584
766	0.02638016588
767	0.02633648549
768	0.02628349013
769	0.02622591253
770	0.02618325905
771	0.0261418667
772	0.02605679265
773	0.02599918693
774	0.02595232103
775	0.02590347517
776	0.02585748595
777	0.02580520636
778	0.02574403506
779	0.02571303222
780	0.02565064858
781	0.02559802866
782	0.02556126868
783	0.025508105
784	0.02544902468
785	0.02539306051
786	0.02533028383
787	0.02528151557
788	0.02524576255
789	0.02517424953
790	0.02515125009
791	0.02510262081
792	0.02505876668
793	0.02499949402
794	0.02496898366
795	0.02491615189
796	0.02486551058
797	0.02481098539
798	0.02475918486
799	0.02471394821
800	0.02466518335
801	0.02461806153
802	0.02457369349
803	0.02452080014
804	0.02448297448
805	0.02444770588
806	0.02439293713
807	0.0243461104
808	0.02428750995
809	0.02423388351
810	0.02418078081
811	0.02413208658
812	0.02409111949
813	0.02405629104
814	0.02401288253
815	0.02395924648
816	0.02390927033
817	0.02385470916
818	0.02379674188
819	0.02374164807
820	0.0236861075
821	0.02363453011
822	0.02359300045
823	0.02353381128
824	0.02348641716
825	0.02346077035
826	0.0234062417
827	0.02335633988
828	0.02331492019
829	0.02328349074
830	0.02323460005
831	0.02319423668
832	0.02312685286
833	0.02307901351
834	0.02302914754
835	0.02300582102
836	0.02295007681
837	0.0229036071
838	0.02285177274
839	0.02280864757
840	0.02275633566
841	0.0227142724
842	0.0226750029
843	0.02261179842
844	0.02257613202
845	0.0225514873
846	0.02249941024
847	0.02245635464
848	0.02241049569
849	0.02238183802
850	0.02234733797
851	0.02229295762
852	0.02227310123
853	0.02221962651
854	0.02217671689
855	0.02213456061
856	0.02208885207
857	0.02204822735
858	0.02200713594
859	0.02196972234
860	0.02191848494
861	0.02187634617
862	0.02183569945
863	0.02179684638
864	0.02176910155
865	0.0217264333
866	0.02167641647
867	0.02163636496
868	0.02159009826
869	0.02157009915
870	0.02152878265
871	0.02149028089
872	0.02144297855
873	0.02139395635
874	0.02135067569
875	0.02130267189
876	0.02127709723
877	0.02123822764
878	0.02120786412
879	0.02118083262
880	0.02114675499
881	0.02110755813
882	0.02106396969
883	0.02102061046
884	0.02098846762
885	0.02094588447
886	0.02089783171
887	0.0208504657
888	0.02079586295
889	0.02075440224
890	0.02071790532
891	0.02068175322
892	0.02065729401
893	0.02060911036
894	0.02055936557
895	0.02049183041
896	0.0204531563
897	0.0204184408
898	0.02038993133
899	0.02035957435
900	0.02031869377
901	0.02028471487
902	0.02024210379
903	0.02020180191
904	0.02016730788
905	0.02012810391
906	0.02009062763
907	0.02005378865
908	0.02001671747
909	0.01997128389
910	0.01992386155
911	0.0198772575
912	0.01983313199
913	0.01978097357
914	0.01973361817
915	0.01972056605
916	0.01968208204
917	0.0196617556
918	0.01962296439
919	0.01958566673
920	0.01953776928
921	0.01948849214
922	0.01945081526
923	0.01940233578
924	0.01936415714
925	0.01933535045
926	0.01929932862
927	0.01926711065
928	0.01922202722
929	0.01918164915
930	0.01914897306
931	0.019115818
932	0.01909056933
933	0.01905774624
934	0.01902798164
935	0.01899142174
936	0.01893142281
937	0.0189006658
938	0.01886013613
939	0.01881647678
940	0.01877743862
941	0.01873641796
942	0.01870154899
943	0.01866886539
944	0.01863466438
945	0.01859792987
946	0.01855623012
947	0.01851965565
948	0.01847513775
949	0.01844446697
950	0.01840700882
951	0.01837007004
952	0.01832697266
953	0.0182888927
954	0.01826464352
955	0.01823202753
956	0.01819504054
957	0.01815434624
958	0.01811421842
959	0.01808312267
960	0.01805583967
961	0.01801893039
962	0.01798046185
963	0.01795871827
964	0.01791982334
965	0.01788411495
966	0.01784533791
967	0.01782798802
968	0.01779339097
969	0.01773699824
970	0.01770131785
971	0.01767556053
972	0.01763788828
973	0.01759629445
974	0.0175700601
975	0.01753254865
976	0.01750349571
977	0.01746733062
978	0.01744294542
979	0.01741409201
980	0.01738391863
981	0.01734580976
982	0.01730616825
983	0.01728027299
984	0.01724424822
985	0.01721192922
986	0.0171801469
987	0.01714688298
988	0.01711939656
989	0.01708281343
990	0.01704713739
991	0.01701910693
992	0.01698595626
993	0.01694021296
994	0.01690753143
995	0.01687729398
996	0.01684818376
997	0.01683937541
998	0.01680268807
999	0.01677678672
1000	0.01674734384
1001	0.01671304081
1002	0.01667519993
1003	0.01664384206
1004	0.01660897904
1005	0.01658529313
1006	0.01655606844
1007	0.0165163371
1008	0.01646955841
1009	0.01644196924
1010	0.01641623499
1011	0.01639573519
1012	0.01636186162
1013	0.01632740597
1014	0.01630620163
1015	0.01627960792
1016	0.01624674662
1017	0.01621567304
1018	0.01618523046
1019	0.01614611789
1020	0.01612595424
1021	0.01609569295
1022	0.01607292175
1023	0.01604011189
1024	0.01600962982
1025	0.01597542123
1026	0.01594151752
1027	0.0159167364
1028	0.01588938756
1029	0.01586995625
1030	0.01583763686
1031	0.01579251519
1032	0.01575392107
1033	0.01572322574
1034	0.01569135879
1035	0.01566089394
1036	0.01562218053
1037	0.01558603197
1038	0.01556480769
1039	0.01553720452
1040	0.01550022017
1041	0.0154719782
1042	0.01543761502
1043	0.01542650509
1044	0.01538273104
1045	0.0153510738
1046	0.01532053222
1047	0.01529128655
1048	0.01526174743
1049	0.01523853892
1050	0.015209645
1051	0.01518898401
1052	0.01515543184
1053	0.01512339444
1054	0.01509555503
1055	0.01506914674
1056	0.01503760652
1057	0.01498945753
1058	0.0149566814
1059	0.01492588467
1060	0.01489574378
1061	0.0148677568
1062	0.01483967516
1063	0.01480753158
1064	0.01478595353
1065	0.01475305476
1066	0.01472645572
1067	0.01469977142
1068	0.01467237448
1069	0.01464337408
1070	0.01462048585
1071	0.01458855485
1072	0.01455464391
1073	0.0145286962
1074	0.0145082704
1075	0.01448150564
1076	0.01445029536
1077	0.01441645888
1078	0.01438869089
1079	0.01436468128
1080	0.01434801293
1081	0.0143262175
1082	0.01429745686
1083	0.01427681977
1084	0.01423392917
1085	0.01421364844
1086	0.01419015541
1087	0.01416999946
1088	0.01414035708
1089	0.01411255766
1090	0.01408291922
1091	0.01405443669
1092	0.01402869208
1093	0.0140009322
1094	0.01397568617
1095	0.01395612382
1096	0.01392766609
1097	0.01389936624
1098	0.01387483309
1099	0.01385066534
1100	0.01382519157
1101	0.01380240496
1102	0.0137765686
1103	0.01375792896
1104	0.01373289746
1105	0.01370889047
1106	0.01368801471
1107	0.0136671309
1108	0.01363631515
1109	0.01360442021
1110	0.01358003639
1111	0.01354844947
1112	0.01351542178
1113	0.01349163553
1114	0.01346468922
1115	0.01343914915
1116	0.01341345062
1117	0.013388145
1118	0.01336259196
1119	0.01334177925
1120	0.01331754794
1121	0.01329040947
1122	0.01326715213
1123	0.01324051116
1124	0.01322099454
1125	0.0131972481
1126	0.01317459671
1127	0.01315798374
1128	0.01313629691
1129	0.01311178641
1130	0.0130843858
1131	0.01306002789
1132	0.01303691242
1133	0.01300468754
1134	0.01298000442
1135	0.01295488948
1136	0.0129285911
1137	0.01290251676
1138	0.0128762993
1139	0.01285389462
1140	0.01282465292
1141	0.0127946167
1142	0.01276836927
1143	0.01275537954
1144	0.01273463992
1145	0.01271818434
1146	0.01269534348
1147	0.01266729397
1148	0.01264586381
1149	0.01262696946
1150	0.01260050446
1151	0.01258269343
1152	0.01255873178
1153	0.01253392656
1154	0.01251308107
1155	0.01249140251
1156	0.01246416531
1157	0.01244145482
1158	0.0124151577
1159	0.01239393595
1160	0.01238572597
1161	0.01235850231
1162	0.01233664513
1163	0.01231198488
1164	0.01228401135
1165	0.01225834453
1166	0.0122354751
1167	0.01222157535
1168	0.01220159458
1169	0.01218031922
1170	0.01216289616
1171	0.01213667021
1172	0.0121140206
1173	0.01209320726
1174	0.01206778861
1175	0.01204070314
1176	0.01201683622
1177	0.01200083365
1178	0.01199179366
1179	0.01196620615
1180	0.01194925514
1181	0.01193425528
1182	0.01190822213
1183	0.011890187
1184	0.01186418218
1185	0.01184120196
1186	0.01183049118
1187	0.01180356642
1188	0.01178971346
1189	0.0117752452
1190	0.01175151121
1191	0.01172773907
1192	0.0117094136
1193	0.01169302501
1194	0.01166983957
1195	0.01165112895
1196	0.01162506928
1197	0.01159331829
1198	0.01157054908
1199	0.01155054661
1200	0.01152858329
1201	0.01150057142
1202	0.01147476079
1203	0.01146115367
1204	0.01144907834
1205	0.01142816672
1206	0.01139820728
1207	0.01137362954
1208	0.01135095913
1209	0.01132966739
1210	0.01131348829
1211	0.01128941251
1212	0.0112729854
1213	0.0112465088
1214	0.0112237091
1215	0.0112056326
1216	0.01118352547
1217	0.01115964905
1218	0.01114260939
1219	0.01111998214
1220	0.0111048734
1221	0.01108168073
1222	0.01106516346
1223	0.01104628616
1224	0.01102338542
1225	0.0110007952
1226	0.01098280726
1227	0.01095626975
1228	0.01093664044
1229	0.01091501353
1230	0.01089520169
1231	0.01087337945
1232	0.01085494097
1233	0.01083397494
1234	0.01081807975
1235	0.01079641754
1236	0.01077886278
1237	0.01075718824
1238	0.0107354775
1239	0.01071722036
1240	0.01069805994
1241	0.0106776106
1242	0.01065813552
1243	0.01064286628
1244	0.01062051442
1245	0.01060237838
1246	0.01058358127
1247	0.01056227017
1248	0.01055002065
1249	0.01053198372
1250	0.010511335
1251	0.01049597938
1252	0.01048321332
1253	0.01046838573
1254	0.01045401761
1255	0.01043381912
1256	0.01041315341
1257	0.01040139279
1258	0.01038298071
1259	0.01036473998
1260	0.01034309846
1261	0.01032716592
1262	0.0103105307
1263	0.01028996785
1264	0.0102735924
1265	0.0102548853
1266	0.01024135529
1267	0.01022562305
1268	0.01020466507
1269	0.01018309922
1270	0.01016319244
1271	0.01015021663
1272	0.01013396743
1273	0.01011718379
1274	0.01010450851
1275	0.01008748849
1276	0.01007027046
1277	0.01005619545
1278	0.01003864769
1279	0.01002138591
1280	0.009999571724
1281	0.009982240252
1282	0.009962154786
1283	0.009941078091
1284	0.00992065947
1285	0.009904031318
1286	0.009884176383
1287	0.009874256412
1288	0.00985845344
1289	0.00984446935
1290	0.009832044188
1291	0.00981385252
1292	0.009802981241
1293	0.009785373849
1294	0.009769054133
1295	0.009750822405
1296	0.009732954006
1297	0.009714031344
1298	0.009692033997
1299	0.009673907823
1300	0.009657054355
1301	0.009642121766
1302	0.009622465922
1303	0.009606024806
1304	0.009587721639
1305	0.009578876886
1306	0.009562061967
1307	0.009541780669
1308	0.009521213083
1309	0.009503299615
1310	0.009496716109
1311	0.009477070989
1312	0.00945977897
1313	0.009441040667
1314	0.009423492866
1315	0.009408564297
1316	0.009394823601
1317	0.009374148904
1318	0.009354799871
1319	0.009338045287
1320	0.009320765709
1321	0.009301557729
1322	0.009285133356
1323	0.00926621268
1324	0.009244615153
1325	0.009229669857
1326	0.009209939135
1327	0.009200312356
1328	0.009181839386
1329	0.009163424041
1330	0.009141419131
1331	0.00912935697
1332	0.009103584992
1333	0.009080865642
1334	0.009063389596
1335	0.009045280186
1336	0.009033195301
1337	0.009015834791
1338	0.009000327765
1339	0.008981216159
1340	0.008967500791
1341	0.008953105409
1342	0.008938048683
1343	0.008918679873
1344	0.008899263745
1345	0.008882543525
1346	0.008867360095
1347	0.008851766449
1348	0.008845955523
1349	0.00883825171
1350	0.00882035641
1351	0.008808313785
1352	0.00879106903
1353	0.008770651224
1354	0.008757469637
1355	0.008742063581
1356	0.0087238822
1357	0.008711627784
1358	0.008697108156
1359	0.008680322293
1360	0.008662757058
1361	0.008646935573
1362	0.008632455815
1363	0.008615839895
1364	0.008598508351
1365	0.008586723249
1366	0.008570430243
1367	0.008550868285
1368	0.008536099983
1369	0.008519579049
1370	0.008504383281
1371	0.008488393321
1372	0.008479750115
1373	0.008468730534
1374	0.008452452281
1375	0.008437939819
1376	0.008426277989
1377	0.008409336436
1378	0.008400266482
1379	0.008386344177
1380	0.008378011501
1381	0.008363835902
1382	0.00834842347
1383	0.008336343972
1384	0.008322989367
1385	0.008305990928
1386	0.008290376672
1387	0.008274573276
1388	0.008257393712
1389	0.008249094804
1390	0.008242071914
1391	0.008226985856
1392	0.008211690859
1393	0.008202181674
1394	0.008182903112
1395	0.008165085612
1396	0.008147264167
1397	0.008131390471
1398	0.008122260116
1399	0.00811402766
1400	0.008100031706
1401	0.008082983656
1402	0.008070722239
1403	0.008061885131
1404	0.008047025326
1405	0.008033990378
1406	0.008018450621
1407	0.008004540835
1408	0.007995795099
1409	0.007982911591
1410	0.007968402488
1411	0.007956
1412	0.0079402998
1413	0.00792404836
1414	0.007914174209
1415	0.007905274687
1416	0.007887685914
1417	0.007880282975
1418	0.007870040847
1419	0.007855278318
1420	0.007840391399
1421	0.007826945075
1422	0.007812079316
1423	0.007798875408
1424	0.007784400108
1425	0.007775842178
1426	0.007761401258
1427	0.007747183216
1428	0.007730530624
1429	0.007714322323
1430	0.007698824248
1431	0.007681798075
1432	0.007674819925
1433	0.007664634753
1434	0.007648197821
1435	0.007638848195
1436	0.007627062946
1437	0.007611501089
1438	0.007599935787
1439	0.00758449662
1440	0.007569069627
1441	0.007554027282
1442	0.007539432057
1443	0.007525946864
1444	0.00751673862
1445	0.00750721693
1446	0.007490133357
1447	0.00747709932
1448	0.007466502548
1449	0.007454246992
1450	0.007439808102
1451	0.007427002657
1452	0.007411640298
1453	0.007404144413
1454	0.007390450617
1455	0.007382164351
1456	0.007369602854
1457	0.007357308027
1458	0.007344311266
1459	0.007331447162
1460	0.007318195612
1461	0.007312331857
1462	0.007297094039
1463	0.007283586474
1464	0.007267896316
1465	0.007252639597
1466	0.007240406485
1467	0.007227603186
1468	0.007221974883
1469	0.007209512433
1470	0.007202804809
1471	0.007186692407
1472	0.007168231535
1473	0.007156389015
1474	0.007140322528
1475	0.007131160449
1476	0.007116856231
1477	0.007106880348
1478	0.007094989309
1479	0.007084072019
1480	0.007072485152
1481	0.007057356776
1482	0.007043039543
1483	0.007030077513
1484	0.007015906231
1485	0.007003992934
1486	0.006991632075
1487	0.006979321136
1488	0.006964855537
1489	0.00695081979
1490	0.006937880858
1491	0.006923629977
1492	0.006909322071
1493	0.006899324044
1494	0.006889538555
1495	0.006876897756
1496	0.006869688026
1497	0.006857188971
1498	0.006843305721
1499	0.00682878387
1500	0.006816989059
1501	0.006804173791
1502	0.006789811934
